date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps,B_pred,B_actual,D_pred,D_actual
2008-12-24,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.035558752715587616,1,-0.0003429576463531703,-1,-0.0003429576463531703,-0.0003429576463531703,,,,0,-3.4295764635317028,0.009735358878970146,0.06284288316965103,0.035558752715587616,-0.01131396397522408
2008-12-26,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.016784388571977615,1,-0.008273275569081306,-1,-0.008273275569081306,-0.008616233215434477,,,,0,-82.73275569081306,0.008322147652506828,0.06286349147558212,0.016784388571977615,-0.28636381278925166
2008-12-29,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.024365929886698723,1,0.020555762574076653,1,0.020555762574076653,0.011939529358642176,,,,1,205.55762574076653,0.021262383088469505,0.08108048141002655,0.024365929886698723,0.7113592667332982
2008-12-30,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.015668846666812897,1,0.008441665209829807,1,0.008441665209829807,0.020381194568471983,,,,1,84.41665209829807,0.00533992238342762,0.0317063182592392,0.015668846666812897,0.359792261687734
2008-12-31,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.014198645949363708,-1,0.042461689561605453,1,-0.042461689561605453,-0.02208049499313347,,,,0,-424.61689561605453,-0.015703855082392693,0.033722203224897385,-0.014198645949363708,1.8988990613166399
2009-01-02,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.006206916645169258,-1,-0.00032235000981017947,-1,0.00032235000981017947,-0.02175814498332329,,,,1,3.2235000981017947,-0.004587011411786079,-0.03142658993601799,-0.006206916645169258,-0.013732587060522822
2009-01-05,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.014589514583349228,-1,0.00994371809065342,1,-0.00994371809065342,-0.03170186307397671,,,,0,-99.4371809065342,-0.008297338150441647,-0.04956405982375145,-0.014589514583349228,0.440405604963444
2009-01-06,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.011783730238676071,-1,-0.028818404302001,-1,0.028818404302001,-0.002883458771975711,,,,1,288.18404302001,0.014565030112862587,-0.0591689758002758,-0.011783730238676071,-1.38107552841447
2009-01-07,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.013166744261980057,1,0.010457552038133144,1,0.010457552038133144,0.007574093266157433,,,,1,104.57552038133144,0.016240118071436882,-0.06130253151059151,0.013166744261980057,0.5213772021956417
2009-01-08,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.01700129732489586,1,-0.02268710546195507,-1,-0.02268710546195507,-0.015113012195797637,,,,0,-226.8710546195507,0.026029611006379128,-0.05547646805644035,0.01700129732489586,-1.123864984696404
