date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,0.001973,1,-0.000064,0,-0.000064,-0.000064,-0.000064
2025-12-26,-0.000253,-1,-0.004852,1,0.004852,0.004788,-0.004916
2025-12-29,0.002156,1,-0.002322,0,-0.002322,0.002466,-0.007239
2025-12-30,0.000371,1,-0.008300,0,-0.008300,-0.005834,-0.015539
2025-12-31,0.004289,1,-0.001939,0,-0.001939,-0.007773,-0.017478
2026-01-02,0.011989,1,0.007912,1,0.007912,0.000139,-0.009566
2026-01-05,0.009794,1,0.008748,1,0.008748,0.008887,-0.000818
2026-01-06,0.004376,1,0.000962,1,0.000962,0.009849,0.000144
2026-01-07,0.008560,1,-0.005705,0,-0.005705,0.004144,-0.005561
2026-01-08,0.003463,1,0.009911,1,0.009911,0.014055,0.004350
2026-01-09,0.000883,1,0.000829,1,0.000829,0.014884,0.005179
2026-01-12,-0.001895,-1,-0.001484,1,0.001484,0.016368,0.003695
2026-01-13,0.002358,1,-0.010740,0,-0.010740,0.005628,-0.007045
2026-01-14,0.007373,1,0.003593,1,0.003593,0.009221,-0.003452
2026-01-15,0.000943,1,-0.000837,0,-0.000837,0.008384,-0.004288
2026-01-16,0.006029,1,-0.021476,0,-0.021476,-0.013092,-0.025765
2026-01-20,0.009097,1,0.013428,1,0.013428,0.000336,-0.012337
2026-01-21,-0.000968,-1,0.007243,0,-0.007243,-0.006907,-0.005094
2026-01-22,-0.004999,-1,0.003152,0,-0.003152,-0.010060,-0.001941
2026-01-23,-0.004278,-1,0.004390,0,-0.004390,-0.014450,0.002449
2026-01-26,-0.010947,-1,0.009024,0,-0.009024,-0.023475,0.011474
2026-01-27,0.002584,1,0.003306,1,0.003306,-0.020169,0.014780
2026-01-28,0.000588,1,-0.006003,0,-0.006003,-0.026172,0.008776
2026-01-29,0.003672,1,-0.012084,0,-0.012084,-0.038256,-0.003307
2026-01-30,0.011290,1,0.006843,1,0.006843,-0.031413,0.003536
2026-02-02,0.001016,1,-0.015483,0,-0.015483,-0.046896,-0.011947
2026-02-03,0.001178,1,-0.017623,0,-0.017623,-0.064519,-0.029571
2026-02-04,0.001641,1,-0.014500,0,-0.014500,-0.079019,-0.044071
2026-02-05,0.007665,1,0.020918,1,0.020918,-0.058102,-0.023153
2026-02-06,-0.005041,-1,0.007631,0,-0.007631,-0.065732,-0.015522
2026-02-09,-0.014551,-1,-0.004650,1,0.004650,-0.061082,-0.020172
2026-02-10,0.005789,1,0.002678,1,0.002678,-0.058404,-0.017494
2026-02-11,-0.010125,-1,-0.020549,1,0.020549,-0.037855,-0.038042
2026-02-12,0.010651,1,0.002129,1,0.002129,-0.035727,-0.035914
2026-02-13,-0.000484,-1,-0.001031,1,0.001031,-0.034696,-0.036944
2026-02-17,0.008438,1,0.007439,1,0.007439,-0.027256,-0.029505
2026-02-18,0.004819,1,-0.003837,0,-0.003837,-0.031093,-0.033342
2026-02-19,0.002623,1,0.008810,1,0.008810,-0.022284,-0.024532
2026-02-20,0.009133,1,-0.012229,0,-0.012229,-0.034513,-0.036761
2026-02-23,0.011759,1,0.010684,1,0.010684,-0.023829,-0.026077
2026-02-24,0.000748,1,0.014389,1,0.014389,-0.009440,-0.011688
2026-02-25,0.004465,1,-0.012138,0,-0.012138,-0.021577,-0.023826
2026-02-26,0.014250,1,-0.003206,0,-0.003206,-0.024783,-0.027032
2026-02-27,0.012538,1,0.001316,1,0.001316,-0.023467,-0.025715
2026-03-02,0.017933,1,-0.010763,0,-0.010763,-0.034230,-0.036479
2026-03-03,0.009266,1,0.015128,1,0.015128,-0.019102,-0.021350
2026-03-04,0.002788,1,-0.003017,0,-0.003017,-0.022119,-0.024368
2026-03-05,0.016383,1,-0.015158,0,-0.015158,-0.037277,-0.039525
2026-03-06,0.011266,1,0.013267,1,0.013267,-0.024010,-0.026258
2026-03-09,0.016251,1,0.000016,1,0.000016,-0.023993,-0.026242
2026-03-10,0.005840,1,-0.000132,0,-0.000132,-0.024125,-0.026373
2026-03-11,0.013871,1,-0.017312,0,-0.017312,-0.041437,-0.043686
2026-03-12,0.016181,1,-0.005945,0,-0.005945,-0.047382,-0.049630
2026-03-13,0.014120,1,0.011155,1,0.011155,-0.036227,-0.038475
2026-03-16,0.010943,1,0.004868,1,0.004868,-0.031359,-0.033607
2026-03-17,0.009683,1,-0.014038,0,-0.014038,-0.045396,-0.047645
2026-03-18,0.011594,1,-0.003165,0,-0.003165,-0.048562,-0.050810
2026-03-19,0.011489,1,-0.018655,0,-0.018655,-0.067216,-0.069465
2026-03-20,0.007089,1,0.011414,1,0.011414,-0.055803,-0.058051
2026-03-23,0.011377,1,-0.006860,0,-0.006860,-0.062663,-0.064911
2026-03-24,0.006910,1,0.006554,1,0.006554,-0.056109,-0.058357
2026-03-25,-0.000280,-1,-0.024157,1,0.024157,-0.031952,-0.082515
2026-03-26,0.009578,1,-0.019730,0,-0.019730,-0.051682,-0.102245
2026-03-27,0.009792,1,-0.007673,0,-0.007673,-0.059354,-0.109917
2026-03-30,0.012950,1,0.033293,1,0.033293,-0.026061,-0.076624
2026-03-31,0.006341,1,0.012277,1,0.012277,-0.013783,-0.064346
2026-04-01,0.015311,1,0.001146,1,0.001146,-0.012637,-0.063200
2026-04-02,0.017375,1,0.005999,1,0.005999,-0.006638,-0.057201
2026-04-06,0.012442,1,0.000153,1,0.000153,-0.006485,-0.057048
2026-04-07,0.010667,1,0.029299,1,0.029299,0.022814,-0.027750
2026-04-08,-0.000291,-1,0.006742,0,-0.006742,0.016072,-0.021008
2026-04-09,0.006991,1,0.001441,1,0.001441,0.017513,-0.019567
2026-04-10,0.005773,1,0.010289,1,0.010289,0.027802,-0.009277
2026-04-13,0.005479,1,0.017994,1,0.017994,0.045796,0.008717
2026-04-14,0.001217,1,0.013902,1,0.013902,0.059699,0.022619
2026-04-15,0.002590,1,0.004805,1,0.004805,0.064504,0.027424
2026-04-16,0.003619,1,0.012999,1,0.012999,0.077503,0.040423
2026-04-17,0.000641,1,-0.003180,0,-0.003180,0.074323,0.037244
2026-04-20,0.002764,1,-0.003811,0,-0.003811,0.070512,0.033433
2026-04-21,0.003901,1,0.016592,1,0.016592,0.087104,0.050025
2026-04-22,-0.000399,-1,-0.005649,1,0.005649,0.092753,0.044376
