date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,0.004054,1,-0.000064,0,-0.000064,-0.000064,-0.000064
2025-12-26,0.003605,1,-0.004852,0,-0.004852,-0.004916,-0.004916
2025-12-29,0.006480,1,-0.002322,0,-0.002322,-0.007239,-0.007239
2025-12-30,0.007090,1,-0.008300,0,-0.008300,-0.015539,-0.015539
2025-12-31,0.004227,1,-0.001939,0,-0.001939,-0.017478,-0.017478
2026-01-02,0.008840,1,0.007912,1,0.007912,-0.009566,-0.009566
2026-01-05,0.003965,1,0.008748,1,0.008748,-0.000818,-0.000818
2026-01-06,0.003651,1,0.000962,1,0.000962,0.000144,0.000144
2026-01-07,0.003967,1,-0.005705,0,-0.005705,-0.005561,-0.005561
2026-01-08,0.007660,1,0.009911,1,0.009911,0.004350,0.004350
2026-01-09,0.005466,1,0.000829,1,0.000829,0.005179,0.005179
2026-01-12,0.002987,1,-0.001484,0,-0.001484,0.003695,0.003695
2026-01-13,0.013305,1,-0.010740,0,-0.010740,-0.007045,-0.007045
2026-01-14,0.012922,1,0.003593,1,0.003593,-0.003452,-0.003452
2026-01-15,0.005575,1,-0.000837,0,-0.000837,-0.004288,-0.004288
2026-01-16,0.015224,1,-0.021476,0,-0.021476,-0.025765,-0.025765
2026-01-20,0.003979,1,0.013428,1,0.013428,-0.012337,-0.012337
2026-01-21,0.005370,1,0.007243,1,0.007243,-0.005094,-0.005094
2026-01-22,-0.007546,-1,0.003152,0,-0.003152,-0.008246,-0.001941
2026-01-23,0.003107,1,0.004390,1,0.004390,-0.003856,0.002449
2026-01-26,-0.005494,-1,0.009024,0,-0.009024,-0.012880,0.011474
2026-01-27,0.004752,1,0.003306,1,0.003306,-0.009574,0.014780
2026-01-28,0.000349,1,-0.006003,0,-0.006003,-0.015577,0.008776
2026-01-29,-0.001095,-1,-0.012084,1,0.012084,-0.003494,-0.003307
2026-01-30,-0.000281,-1,0.006843,0,-0.006843,-0.010337,0.003536
2026-02-02,-0.001515,-1,-0.015483,1,0.015483,0.005147,-0.011947
2026-02-03,-0.006564,-1,-0.017623,1,0.017623,0.022770,-0.029571
2026-02-04,-0.002933,-1,-0.014500,1,0.014500,0.037270,-0.044071
2026-02-05,0.008377,1,0.020918,1,0.020918,0.058187,-0.023153
2026-02-06,0.005716,1,0.007631,1,0.007631,0.065818,-0.015522
2026-02-09,-0.013542,-1,-0.004650,1,0.004650,0.070468,-0.020172
2026-02-10,0.005973,1,0.002678,1,0.002678,0.073147,-0.017494
2026-02-11,-0.005092,-1,-0.020549,1,0.020549,0.093696,-0.038042
2026-02-12,-0.002089,-1,0.002129,0,-0.002129,0.091567,-0.035914
2026-02-13,-0.003652,-1,-0.001031,1,0.001031,0.092597,-0.036944
2026-02-17,0.014932,1,0.007439,1,0.007439,0.100037,-0.029505
2026-02-18,-0.015901,-1,-0.003837,1,0.003837,0.103874,-0.033342
2026-02-19,0.008009,1,0.008810,1,0.008810,0.112684,-0.024532
2026-02-20,0.018537,1,-0.012229,0,-0.012229,0.100454,-0.036761
2026-02-23,0.005051,1,0.010684,1,0.010684,0.111139,-0.026077
2026-02-24,0.009943,1,0.014389,1,0.014389,0.125528,-0.011688
2026-02-25,0.006115,1,-0.012138,0,-0.012138,0.113390,-0.023826
2026-02-26,0.008349,1,-0.003206,0,-0.003206,0.110184,-0.027032
2026-02-27,-0.002222,-1,0.001316,0,-0.001316,0.108868,-0.025715
2026-03-02,0.005883,1,-0.010763,0,-0.010763,0.098104,-0.036479
2026-03-03,-0.002791,-1,0.015128,0,-0.015128,0.082976,-0.021350
2026-03-04,-0.013792,-1,-0.003017,1,0.003017,0.085993,-0.024368
2026-03-05,-0.002812,-1,-0.015158,1,0.015158,0.101151,-0.039525
2026-03-06,-0.006225,-1,0.013267,0,-0.013267,0.087884,-0.026258
2026-03-09,-0.007145,-1,0.000016,0,-0.000016,0.087867,-0.026242
2026-03-10,0.006049,1,-0.000132,0,-0.000132,0.087736,-0.026373
2026-03-11,-0.005513,-1,-0.017312,1,0.017312,0.105048,-0.043686
2026-03-12,-0.003180,-1,-0.005945,1,0.005945,0.110993,-0.049630
2026-03-13,0.000041,1,0.011155,1,0.011155,0.122148,-0.038475
2026-03-16,0.003579,1,0.004868,1,0.004868,0.127016,-0.033607
2026-03-17,0.011856,1,-0.014038,0,-0.014038,0.112978,-0.047645
2026-03-18,0.006648,1,-0.003165,0,-0.003165,0.109813,-0.050810
2026-03-19,0.003869,1,-0.018655,0,-0.018655,0.091158,-0.069465
2026-03-20,-0.006265,-1,0.011414,0,-0.011414,0.079745,-0.058051
2026-03-23,-0.006013,-1,-0.006860,1,0.006860,0.086605,-0.064911
