date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,0.001227,1,-0.000064,0,-0.000064,-0.000064,-0.000064
2025-12-26,0.001325,1,-0.004852,0,-0.004852,-0.004916,-0.004916
2025-12-29,0.000811,1,-0.002322,0,-0.002322,-0.007239,-0.007239
2025-12-30,0.001812,1,-0.008300,0,-0.008300,-0.015539,-0.015539
2025-12-31,0.000681,1,-0.001939,0,-0.001939,-0.017478,-0.017478
2026-01-02,0.008344,1,0.007912,1,0.007912,-0.009566,-0.009566
2026-01-05,0.005775,1,0.008748,1,0.008748,-0.000818,-0.000818
2026-01-06,0.002810,1,0.000962,1,0.000962,0.000144,0.000144
2026-01-07,0.003500,1,-0.005705,0,-0.005705,-0.005561,-0.005561
2026-01-08,0.006930,1,0.009911,1,0.009911,0.004350,0.004350
2026-01-09,0.006006,1,0.000829,1,0.000829,0.005179,0.005179
2026-01-12,0.004910,1,-0.001484,0,-0.001484,0.003695,0.003695
2026-01-13,0.006220,1,-0.010740,0,-0.010740,-0.007045,-0.007045
2026-01-14,0.008012,1,0.003593,1,0.003593,-0.003452,-0.003452
2026-01-15,0.006056,1,-0.000837,0,-0.000837,-0.004288,-0.004288
2026-01-16,0.007613,1,-0.021476,0,-0.021476,-0.025765,-0.025765
2026-01-20,0.009530,1,0.013428,1,0.013428,-0.012337,-0.012337
2026-01-21,0.007225,1,0.007243,1,0.007243,-0.005094,-0.005094
2026-01-22,0.003841,1,0.003152,1,0.003152,-0.001941,-0.001941
2026-01-23,0.004052,1,0.004390,1,0.004390,0.002449,0.002449
2026-01-26,0.002717,1,0.009024,1,0.009024,0.011474,0.011474
2026-01-27,0.002791,1,0.003306,1,0.003306,0.014780,0.014780
2026-01-28,0.003096,1,-0.006003,0,-0.006003,0.008776,0.008776
2026-01-29,0.002241,1,-0.012084,0,-0.012084,-0.003307,-0.003307
2026-01-30,0.007986,1,0.006843,1,0.006843,0.003536,0.003536
2026-02-02,0.002720,1,-0.015483,0,-0.015483,-0.011947,-0.011947
2026-02-03,0.005700,1,-0.017623,0,-0.017623,-0.029571,-0.029571
2026-02-04,0.009849,1,-0.014500,0,-0.014500,-0.044071,-0.044071
2026-02-05,0.011252,1,0.020918,1,0.020918,-0.023153,-0.023153
2026-02-06,0.010751,1,0.007631,1,0.007631,-0.015522,-0.015522
2026-02-09,0.007493,1,-0.004650,0,-0.004650,-0.020172,-0.020172
2026-02-10,0.010972,1,0.002678,1,0.002678,-0.017494,-0.017494
2026-02-11,0.004584,1,-0.020549,0,-0.020549,-0.038042,-0.038042
2026-02-12,0.013680,1,0.002129,1,0.002129,-0.035914,-0.035914
2026-02-13,0.011647,1,-0.001031,0,-0.001031,-0.036944,-0.036944
2026-02-17,0.014245,1,0.007439,1,0.007439,-0.029505,-0.029505
2026-02-18,0.011292,1,-0.003837,0,-0.003837,-0.033342,-0.033342
2026-02-19,0.008280,1,0.008810,1,0.008810,-0.024532,-0.024532
2026-02-20,0.021360,1,-0.012229,0,-0.012229,-0.036761,-0.036761
2026-02-23,0.011218,1,0.010684,1,0.010684,-0.026077,-0.026077
2026-02-24,0.010227,1,0.014389,1,0.014389,-0.011688,-0.011688
2026-02-25,0.002856,1,-0.012138,0,-0.012138,-0.023826,-0.023826
2026-02-26,0.009319,1,-0.003206,0,-0.003206,-0.027032,-0.027032
2026-02-27,0.005700,1,0.001316,1,0.001316,-0.025715,-0.025715
2026-03-02,0.002282,1,-0.010763,0,-0.010763,-0.036479,-0.036479
2026-03-03,0.001309,1,0.015128,1,0.015128,-0.021350,-0.021350
2026-03-04,0.001763,1,-0.003017,0,-0.003017,-0.024368,-0.024368
2026-03-05,-0.000127,-1,-0.015158,1,0.015158,-0.009210,-0.039525
2026-03-06,0.000346,1,0.013267,1,0.013267,0.004057,-0.026258
2026-03-09,0.001038,1,0.000016,1,0.000016,0.004073,-0.026242
2026-03-10,0.002921,1,-0.000132,0,-0.000132,0.003942,-0.026373
2026-03-11,0.001456,1,-0.017312,0,-0.017312,-0.013371,-0.043686
2026-03-12,0.005516,1,-0.005945,0,-0.005945,-0.019315,-0.049630
2026-03-13,0.007372,1,0.011155,1,0.011155,-0.008160,-0.038475
2026-03-16,0.005608,1,0.004868,1,0.004868,-0.003292,-0.033607
2026-03-17,0.001971,1,-0.014038,0,-0.014038,-0.017330,-0.047645
2026-03-18,0.008160,1,-0.003165,0,-0.003165,-0.020495,-0.050810
2026-03-19,0.009479,1,-0.018655,0,-0.018655,-0.039150,-0.069465
2026-03-20,0.012540,1,0.011414,1,0.011414,-0.027736,-0.058051
2026-03-23,0.014878,1,-0.006860,0,-0.006860,-0.034596,-0.064911
2026-03-24,0.013312,1,0.006554,1,0.006554,-0.028042,-0.058357
2026-03-25,0.012265,1,-0.024157,0,-0.024157,-0.052200,-0.082515
2026-03-26,0.018514,1,-0.019730,0,-0.019730,-0.071930,-0.102245
2026-03-27,0.019244,1,-0.007673,0,-0.007673,-0.079602,-0.109917
2026-03-30,0.020571,1,0.033293,1,0.033293,-0.046309,-0.076624
2026-03-31,0.005687,1,0.012277,1,0.012277,-0.034031,-0.064346
2026-04-01,0.011781,1,0.001146,1,0.001146,-0.032885,-0.063200
2026-04-02,0.018217,1,0.005999,1,0.005999,-0.026886,-0.057201
2026-04-06,0.006141,1,0.000153,1,0.000153,-0.026733,-0.057048
2026-04-07,0.004446,1,0.029299,1,0.029299,0.002565,-0.027750
2026-04-08,0.004843,1,0.006742,1,0.006742,0.009307,-0.021008
2026-04-09,0.006201,1,0.001441,1,0.001441,0.010748,-0.019567
2026-04-10,0.007517,1,0.010289,1,0.010289,0.021038,-0.009277
2026-04-13,0.006444,1,0.017994,1,0.017994,0.039032,0.008717
2026-04-14,0.005193,1,0.013902,1,0.013902,0.052934,0.022619
