date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-10-14,-0.002750,-1,0.007032,0,-0.007032,-0.007032,0.007032
2025-10-15,-0.009469,-1,-0.003710,1,0.003710,-0.003322,0.003322
2025-10-16,-0.007913,-1,0.006545,0,-0.006545,-0.009867,0.009867
2025-10-17,-0.005594,-1,0.012522,0,-0.012522,-0.022390,0.022390
2025-10-20,-0.006810,-1,-0.000262,1,0.000262,-0.022128,0.022128
2025-10-21,-0.004233,-1,-0.009681,1,0.009681,-0.012447,0.012447
2025-10-22,-0.005535,-1,0.008371,0,-0.008371,-0.020819,0.020819
2025-10-23,-0.002362,-1,0.010622,0,-0.010622,-0.031440,0.031440
2025-10-24,-0.002336,-1,0.017652,0,-0.017652,-0.049093,0.049093
2025-10-27,-0.004770,-1,0.007661,0,-0.007661,-0.056753,0.056753
2025-10-28,-0.006509,-1,0.004493,0,-0.004493,-0.061246,0.061246
2025-10-29,-0.004135,-1,-0.015407,1,0.015407,-0.045839,0.045839
2025-10-30,-0.003177,-1,0.004812,0,-0.004812,-0.050652,0.050652
2025-10-31,-0.003819,-1,0.004773,0,-0.004773,-0.055425,0.055425
2025-11-03,-0.003492,-1,-0.020507,1,0.020507,-0.034918,0.034918
2025-11-04,-0.000591,-1,0.006487,0,-0.006487,-0.041405,0.041405
2025-11-05,-0.003090,-1,-0.018803,1,0.018803,-0.022602,0.022602
2025-11-06,-0.003105,-1,-0.003160,1,0.003160,-0.019442,0.019442
2025-11-07,-0.001759,-1,0.021883,0,-0.021883,-0.041325,0.041325
2025-11-10,-0.004965,-1,-0.002667,1,0.002667,-0.038658,0.038658
2025-11-11,-0.002196,-1,-0.000789,1,0.000789,-0.037869,0.037869
2025-11-12,-0.004580,-1,-0.020627,1,0.020627,-0.017242,0.017242
2025-11-13,-0.001002,-1,0.000756,0,-0.000756,-0.017998,0.017998
2025-11-14,-0.003238,-1,-0.008577,1,0.008577,-0.009420,0.009420
2025-11-17,-0.007459,-1,-0.012251,1,0.012251,0.002830,-0.002830
2025-11-18,-0.006428,-1,0.005952,0,-0.005952,-0.003122,0.003122
2025-11-19,-0.007091,-1,-0.023956,1,0.023956,0.020834,-0.020834
2025-11-20,-0.003171,-1,0.007485,0,-0.007485,0.013350,-0.013350
2025-11-21,-0.002748,-1,0.025252,0,-0.025252,-0.011902,0.011902
2025-11-24,-0.001448,-1,0.006145,0,-0.006145,-0.018047,0.018047
2025-11-25,-0.002569,-1,0.008797,0,-0.008797,-0.026844,0.026844
2025-11-26,-0.002318,-1,0.008074,0,-0.008074,-0.034918,0.034918
2025-11-28,-0.000836,-1,-0.003365,1,0.003365,-0.031554,0.031554
2025-12-01,-0.001107,-1,0.007796,0,-0.007796,-0.039349,0.039349
2025-12-02,-0.000649,-1,0.002441,0,-0.002441,-0.041790,0.041790
2025-12-03,-0.002094,-1,-0.000931,1,0.000931,-0.040859,0.040859
2025-12-04,-0.001084,-1,0.004069,0,-0.004069,-0.044929,0.044929
2025-12-05,0.000287,1,-0.001920,0,-0.001920,-0.046849,0.043008
2025-12-08,0.001159,1,0.001233,1,0.001233,-0.045616,0.044241
2025-12-09,0.001895,1,0.004087,1,0.004087,-0.041529,0.048328
2025-12-10,0.001537,1,-0.003240,0,-0.003240,-0.044769,0.045088
2025-12-11,0.000685,1,-0.019303,0,-0.019303,-0.064072,0.025785
2025-12-12,0.004964,1,-0.005032,0,-0.005032,-0.069104,0.020753
2025-12-15,0.008714,1,0.001980,1,0.001980,-0.067124,0.022733
2025-12-16,0.013869,1,-0.018711,0,-0.018711,-0.085835,0.004022
2025-12-17,0.014287,1,0.014386,1,0.014386,-0.071449,0.018408
2025-12-18,0.011860,1,0.012951,1,0.012951,-0.058498,0.031359
2025-12-19,0.006016,1,0.004782,1,0.004782,-0.053716,0.036141
2025-12-22,0.001328,1,0.004672,1,0.004672,-0.049043,0.040814
