date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-10-14,0.002226,1,0.007032,1,0.007032,0.007032,0.007032
2025-10-15,-0.002484,-1,-0.003710,1,0.003710,0.010742,0.003322
2025-10-16,0.000370,1,0.006545,1,0.006545,0.017287,0.009867
2025-10-17,0.000330,1,0.012522,1,0.012522,0.029809,0.022390
2025-10-20,0.000489,1,-0.000262,0,-0.000262,0.029548,0.022128
2025-10-21,-0.000180,-1,-0.009681,1,0.009681,0.039228,0.012447
2025-10-22,-0.004570,-1,0.008371,0,-0.008371,0.030857,0.020819
2025-10-23,-0.002192,-1,0.010622,0,-0.010622,0.020235,0.031440
2025-10-24,-0.001884,-1,0.017652,0,-0.017652,0.002583,0.049093
2025-10-27,-0.004002,-1,0.007661,0,-0.007661,-0.005078,0.056753
2025-10-28,-0.005321,-1,0.004493,0,-0.004493,-0.009571,0.061246
2025-10-29,-0.002921,-1,-0.015407,1,0.015407,0.005836,0.045839
2025-10-30,-0.002740,-1,0.004812,0,-0.004812,0.001024,0.050652
2025-10-31,-0.003994,-1,0.004773,0,-0.004773,-0.003750,0.055425
2025-11-03,-0.003658,-1,-0.020507,1,0.020507,0.016757,0.034918
2025-11-04,-0.001653,-1,0.006487,0,-0.006487,0.010270,0.041405
2025-11-05,-0.002970,-1,-0.018803,1,0.018803,0.029073,0.022602
2025-11-06,-0.002009,-1,-0.003160,1,0.003160,0.032234,0.019442
2025-11-07,-0.000375,-1,0.021883,0,-0.021883,0.010351,0.041325
2025-11-10,-0.000092,-1,-0.002667,1,0.002667,0.013018,0.038658
2025-11-11,-0.000134,-1,-0.000789,1,0.000789,0.013806,0.037869
2025-11-12,-0.004062,-1,-0.020627,1,0.020627,0.034434,0.017242
2025-11-13,0.000008,1,0.000756,1,0.000756,0.035189,0.017998
2025-11-14,-0.008209,-1,-0.008577,1,0.008577,0.043767,0.009420
2025-11-17,-0.005099,-1,-0.012251,1,0.012251,0.056017,-0.002830
2025-11-18,-0.006886,-1,0.005952,0,-0.005952,0.050065,0.003122
2025-11-19,-0.007125,-1,-0.023956,1,0.023956,0.074021,-0.020834
2025-11-20,-0.002531,-1,0.007485,0,-0.007485,0.066537,-0.013350
2025-11-21,-0.004119,-1,0.025252,0,-0.025252,0.041285,0.011902
