date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,0.008173,1,-0.000064,0,-0.000064,-0.000064,-0.000064
2025-12-26,0.009315,1,-0.004852,0,-0.004852,-0.004916,-0.004916
2025-12-29,0.009839,1,-0.002322,0,-0.002322,-0.007239,-0.007239
2025-12-30,0.011096,1,-0.008300,0,-0.008300,-0.015539,-0.015539
2025-12-31,0.012042,1,-0.001939,0,-0.001939,-0.017478,-0.017478
2026-01-02,0.005804,1,0.007912,1,0.007912,-0.009566,-0.009566
2026-01-05,0.006307,1,0.008748,1,0.008748,-0.000818,-0.000818
2026-01-06,0.007059,1,0.000962,1,0.000962,0.000144,0.000144
2026-01-07,0.008179,1,-0.005705,0,-0.005705,-0.005561,-0.005561
2026-01-08,0.010597,1,0.009911,1,0.009911,0.004350,0.004350
2026-01-09,0.008912,1,0.000829,1,0.000829,0.005179,0.005179
2026-01-12,0.008865,1,-0.001484,0,-0.001484,0.003695,0.003695
2026-01-13,0.009063,1,-0.010740,0,-0.010740,-0.007045,-0.007045
2026-01-14,0.013121,1,0.003593,1,0.003593,-0.003452,-0.003452
2026-01-15,0.014967,1,-0.000837,0,-0.000837,-0.004288,-0.004288
2026-01-16,0.017051,1,-0.021476,0,-0.021476,-0.025765,-0.025765
2026-01-20,0.011016,1,0.013428,1,0.013428,-0.012337,-0.012337
2026-01-21,0.002745,1,0.007243,1,0.007243,-0.005094,-0.005094
2026-01-22,0.009586,1,0.003152,1,0.003152,-0.001941,-0.001941
2026-01-23,0.008453,1,0.004390,1,0.004390,0.002449,0.002449
2026-01-26,0.009869,1,0.009024,1,0.009024,0.011474,0.011474
2026-01-27,0.009495,1,0.003306,1,0.003306,0.014780,0.014780
2026-01-28,0.010294,1,-0.006003,0,-0.006003,0.008776,0.008776
2026-01-29,0.012741,1,-0.012084,0,-0.012084,-0.003307,-0.003307
2026-01-30,0.012743,1,0.006843,1,0.006843,0.003536,0.003536
2026-02-02,0.013168,1,-0.015483,0,-0.015483,-0.011947,-0.011947
2026-02-03,0.007222,1,-0.017623,0,-0.017623,-0.029571,-0.029571
2026-02-04,0.008576,1,-0.014500,0,-0.014500,-0.044071,-0.044071
2026-02-05,0.009077,1,0.020918,1,0.020918,-0.023153,-0.023153
2026-02-06,0.017604,1,0.007631,1,0.007631,-0.015522,-0.015522
2026-02-09,0.008966,1,-0.004650,0,-0.004650,-0.020172,-0.020172
2026-02-10,0.020033,1,0.002678,1,0.002678,-0.017494,-0.017494
2026-02-11,0.003719,1,-0.020549,0,-0.020549,-0.038042,-0.038042
2026-02-12,0.019470,1,0.002129,1,0.002129,-0.035914,-0.035914
2026-02-13,-0.000939,-1,-0.001031,1,0.001031,-0.034883,-0.036944
2026-02-17,0.007639,1,0.007439,1,0.007439,-0.027444,-0.029505
2026-02-18,-0.001912,-1,-0.003837,1,0.003837,-0.023607,-0.033342
2026-02-19,0.001000,1,0.008810,1,0.008810,-0.014797,-0.024532
2026-02-20,0.026926,1,-0.012229,0,-0.012229,-0.027026,-0.036761
2026-02-23,0.020930,1,0.010684,1,0.010684,-0.016342,-0.026077
2026-02-24,0.008095,1,0.014389,1,0.014389,-0.001953,-0.011688
2026-02-25,0.007728,1,-0.012138,0,-0.012138,-0.014091,-0.023826
