date,ensemble_signal,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,-0.001172,-1,-0.000064,1,0.000064,0.000064,-0.000064
2025-12-26,-0.002202,-1,-0.004852,1,0.004852,0.004916,-0.004916
2025-12-29,-0.000477,-1,-0.002322,1,0.002322,0.007238,-0.007238
2025-12-30,-0.000372,-1,-0.008300,1,0.008300,0.015538,-0.015538
2025-12-31,0.000606,1,-0.001939,0,-0.001939,0.013599,-0.017477
2026-01-02,0.002579,1,0.007912,1,0.007912,0.021511,-0.009565
2026-01-05,-0.001171,-1,0.008748,0,-0.008748,0.012763,-0.000817
2026-01-06,0.000202,1,0.000962,1,0.000962,0.013725,0.000145
2026-01-07,0.000707,1,-0.005705,0,-0.005705,0.008020,-0.005560
2026-01-08,0.002522,1,0.009911,1,0.009911,0.017931,0.004351
2026-01-09,0.001895,1,0.000829,1,0.000829,0.018760,0.005180
2026-01-12,0.001332,1,-0.001484,0,-0.001484,0.017276,0.003696
2026-01-13,0.002488,1,-0.010740,0,-0.010740,0.006536,-0.007044
2026-01-14,0.003359,1,0.003593,1,0.003593,0.010129,-0.003451
2026-01-15,0.002475,1,-0.000837,0,-0.000837,0.009292,-0.004288
2026-01-16,0.004135,1,-0.021476,0,-0.021476,-0.012184,-0.025764
2026-01-20,0.000649,1,0.013428,1,0.013428,0.001244,-0.012336
2026-01-21,-0.000492,-1,0.007243,0,-0.007243,-0.005999,-0.005093
2026-01-22,-0.002331,-1,0.003152,0,-0.003152,-0.009151,-0.001941
2026-01-23,-0.000850,-1,0.004390,0,-0.004390,-0.013541,0.002449
2026-01-26,-0.002018,-1,0.009024,0,-0.009024,-0.022565,0.011473
2026-01-27,0.000559,1,0.003306,1,0.003306,-0.019259,0.014779
2026-01-28,0.000889,1,-0.006003,0,-0.006003,-0.025262,0.008776
2026-01-29,0.000010,1,-0.012084,0,-0.012084,-0.037346,-0.003308
2026-01-30,0.007634,1,0.006843,1,0.006843,-0.030503,0.003535
2026-02-02,0.000657,1,-0.015483,0,-0.015483,-0.045986,-0.011948
2026-02-03,-0.001262,-1,-0.017623,1,0.017623,-0.028363,-0.029571
2026-02-04,0.002559,1,-0.014500,0,-0.014500,-0.042863,-0.044071
2026-02-05,0.003213,1,0.020918,1,0.020918,-0.021945,-0.023153
2026-02-06,-0.001921,-1,0.007631,0,-0.007631,-0.029576,-0.015522
2026-02-09,-0.002814,-1,-0.004650,1,0.004650,-0.024926,-0.020172
2026-02-10,0.002750,1,0.002678,1,0.002678,-0.022248,-0.017494
2026-02-11,-0.001477,-1,-0.020549,1,0.020549,-0.001699,-0.038043
2026-02-12,-0.000927,-1,0.002129,0,-0.002129,-0.003828,-0.035914
2026-02-13,-0.000505,-1,-0.001031,1,0.001031,-0.002797,-0.036945
2026-02-17,0.001871,1,0.007439,1,0.007439,0.004642,-0.029506
2026-02-18,-0.003004,-1,-0.003837,1,0.003837,0.008479,-0.033343
2026-02-19,0.000077,1,0.008810,1,0.008810,0.017289,-0.024533
2026-02-20,0.004671,1,-0.012229,0,-0.012229,0.005060,-0.036762
2026-02-23,0.003869,1,0.010684,1,0.010684,0.015744,-0.026078
2026-02-24,0.005452,1,0.014389,1,0.014389,0.030133,-0.011689
2026-02-25,0.001969,1,-0.012138,0,-0.012138,0.017995,-0.023827
2026-02-26,0.001830,1,-0.003206,0,-0.003206,0.014789,-0.027033
2026-02-27,0.001828,1,0.001316,1,0.001316,0.016105,-0.025717
2026-03-02,-0.000175,-1,-0.010763,1,0.010763,0.026868,-0.036480
2026-03-03,-0.000446,-1,0.015128,0,-0.015128,0.011740,-0.021352
2026-03-04,-0.000981,-1,-0.003017,1,0.003017,0.014757,-0.024369
2026-03-05,-0.002419,-1,-0.015158,1,0.015158,0.029915,-0.039527
2026-03-06,-0.001199,-1,0.013267,0,-0.013267,0.016648,-0.026260
2026-03-09,-0.001083,-1,0.000016,0,-0.000016,0.016632,-0.026244
2026-03-10,0.002876,1,-0.000132,0,-0.000132,0.016500,-0.026376
2026-03-11,0.001333,1,-0.017312,0,-0.017312,-0.000812,-0.043688
2026-03-12,0.003413,1,-0.005945,0,-0.005945,-0.006757,-0.049633
2026-03-13,0.004002,1,0.011155,1,0.011155,0.004398,-0.038478
2026-03-16,0.005385,1,0.004868,1,0.004868,0.009266,-0.033610
2026-03-17,0.003197,1,-0.014038,0,-0.014038,-0.004772,-0.047648
2026-03-18,0.002348,1,-0.003165,0,-0.003165,-0.007937,-0.050813
2026-03-19,0.001702,1,-0.018655,0,-0.018655,-0.026592,-0.069468
2026-03-20,0.006074,1,0.011414,1,0.011414,-0.015178,-0.058054
2026-03-23,0.005247,1,-0.006860,0,-0.006860,-0.022038,-0.064914
2026-03-24,0.009010,1,0.006554,1,0.006554,-0.015484,-0.058360
2026-03-25,0.009312,1,-0.024157,0,-0.024157,-0.039641,-0.082517
2026-03-26,0.012919,1,-0.019730,0,-0.019730,-0.059371,-0.102247
2026-03-27,0.016436,1,-0.007673,0,-0.007673,-0.067044,-0.109920
2026-03-30,0.025562,1,0.033293,1,0.033293,-0.033751,-0.076627
2026-03-31,0.013716,1,0.012277,1,0.012277,-0.021474,-0.064350
2026-04-01,0.010413,1,0.001146,1,0.001146,-0.020328,-0.063204
2026-04-02,0.010211,1,0.005999,1,0.005999,-0.014329,-0.057205
2026-04-06,0.006447,1,0.000153,1,0.000153,-0.014176,-0.057052
2026-04-07,0.003989,1,0.029299,1,0.029299,0.015123,-0.027753
2026-04-08,0.004299,1,0.006742,1,0.006742,0.021865,-0.021011
2026-04-09,0.005110,1,0.001441,1,0.001441,0.023306,-0.019570
2026-04-10,0.005368,1,0.010289,1,0.010289,0.033595,-0.009281
2026-04-13,0.002361,1,0.017994,1,0.017994,0.051589,0.008713
2026-04-14,0.002670,1,0.013902,1,0.013902,0.065491,0.022615
2026-04-15,-0.000666,-1,0.004805,0,-0.004805,0.060686,0.027420
2026-04-16,0.001086,1,0.012999,1,0.012999,0.073685,0.040419
2026-04-17,-0.000976,-1,-0.003180,1,0.003180,0.076865,0.037239
2026-04-20,0.000577,1,-0.003811,0,-0.003811,0.073054,0.033428
2026-04-21,0.002130,1,0.016592,1,0.016592,0.089646,0.050020
2026-04-22,0.001706,1,-0.005649,0,-0.005649,0.083997,0.044371
