date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps
2008-01-23,fold_1,Pre-crisis upturn + GFC onset,0.00870633777230978,1,0.009706642478704453,1,0.009706642478704453,0.009706616401672363,0.99986732006073,4.421003541210666e-05,8.842007082421333e-05,1,97.06642478704453
2008-01-24,fold_1,Pre-crisis upturn + GFC onset,0.013187699019908905,1,-0.006706463638693094,-1,-0.006706463638693094,0.002935051918029785,0.9999277591705322,2.4069231585599482e-05,4.8138463171198964e-05,0,-67.06463638693094
2008-01-25,fold_1,Pre-crisis upturn + GFC onset,0.0019087903201580048,1,0.007704523392021656,1,0.007704523392021656,0.010662198066711426,0.9999330043792725,2.231536927865818e-05,4.463073855731636e-05,1,77.04523392021656
2008-01-28,fold_1,Pre-crisis upturn + GFC onset,0.00854243990033865,1,-0.001093094702810049,-1,-0.001093094702810049,0.009557485580444336,0.9999243021011353,2.5210090825567022e-05,5.0420181651134044e-05,0,-10.93094702810049
2008-01-29,fold_1,Pre-crisis upturn + GFC onset,0.004217941779643297,1,0.004004329908639193,1,0.004004329908639193,0.01360011100769043,0.9999221563339233,2.5931705749826506e-05,5.186341149965301e-05,1,40.043299086391926
2008-01-30,fold_1,Pre-crisis upturn + GFC onset,0.002310008741915226,1,0.002289247466251254,1,0.002289247466251254,0.015920519828796387,0.9999603033065796,1.3237673556432128e-05,2.6475347112864256e-05,1,22.89247466251254
2008-01-31,fold_1,Pre-crisis upturn + GFC onset,-0.0014170994982123375,-1,-0.004380703438073397,-1,0.004380703438073397,0.020370960235595703,0.9999072551727295,3.0922976293368265e-05,6.184595258673653e-05,1,43.80703438073397
2008-02-01,fold_1,Pre-crisis upturn + GFC onset,0.00777954189106822,1,0.001897936686873436,1,0.001897936686873436,0.022307515144348145,0.9999370574951172,2.0988090909668244e-05,4.197618181933649e-05,1,18.97936686873436
2008-02-04,fold_1,Pre-crisis upturn + GFC onset,-0.0013470546109601855,-1,-0.012808330357074738,-1,0.012808330357074738,0.03540158271789551,0.9998726844787598,4.243446892360225e-05,8.48689378472045e-05,1,128.08330357074738
2008-02-05,fold_1,Pre-crisis upturn + GFC onset,-0.0031435892451554537,-1,-0.0014324913499876857,-1,0.0014324913499876857,0.03688478469848633,0.9998979568481445,3.399949491722509e-05,6.799898983445019e-05,1,14.324913499876857
2008-02-06,fold_1,Pre-crisis upturn + GFC onset,0.007947181351482868,1,-0.009454712271690369,-1,-0.009454712271690369,0.02708137035369873,0.9999254941940308,2.4843800929374993e-05,4.9687601858749986e-05,0,-94.54712271690369
2008-02-07,fold_1,Pre-crisis upturn + GFC onset,0.005457232240587473,1,0.07542583346366882,1,0.07542583346366882,0.10454988479614258,0.9999409914016724,1.9674198483699e-05,3.9348396967398e-05,1,754.2583346366882
2008-02-08,fold_1,Pre-crisis upturn + GFC onset,-0.02995206229388714,-1,-0.06865246593952179,-1,0.06865246593952179,0.1803799867630005,0.9991902709007263,0.0002701370103750378,0.0005402740207500756,1,686.5246593952179
2008-02-12,fold_1,Pre-crisis upturn + GFC onset,0.006941414903849363,1,-0.0017758844187483191,-1,-0.0017758844187483191,0.17828381061553955,0.9998855590820312,3.815584204858169e-05,7.631168409716338e-05,0,-17.75884418748319
2008-02-13,fold_1,Pre-crisis upturn + GFC onset,0.011136464774608612,1,0.006048077251762152,1,0.006048077251762152,0.18541014194488525,0.9998564720153809,4.784475459018722e-05,9.568950918037444e-05,1,60.48077251762152
2008-02-14,fold_1,Pre-crisis upturn + GFC onset,-0.004552292637526989,-1,0.002186686033383012,1,-0.002186686033383012,0.18281793594360352,0.9999096393585205,3.0102321034064516e-05,6.020464206812903e-05,0,-21.866860333830118
2008-02-15,fold_1,Pre-crisis upturn + GFC onset,0.007722749840468168,1,-0.0017726941732689738,-1,-0.0017726941732689738,0.18072116374969482,0.9998670816421509,4.4284435716690496e-05,8.856887143338099e-05,0,-17.72694173268974
2008-02-19,fold_1,Pre-crisis upturn + GFC onset,-0.00653452891856432,-1,-0.0004710935172624886,-1,0.0004710935172624886,0.18127739429473877,0.9998408555984497,5.3052001021569595e-05,0.00010610400204313919,1,4.710935172624886
2008-02-20,fold_1,Pre-crisis upturn + GFC onset,0.025133833289146423,1,0.006251954939216375,1,0.006251954939216375,0.18866264820098877,0.9999141693115234,2.8620621378649957e-05,5.7241242757299915e-05,1,62.51954939216375
2008-02-21,fold_1,Pre-crisis upturn + GFC onset,-0.00972262118011713,-1,0.0007413247367367148,1,-0.0007413247367367148,0.1877814531326294,0.9997681975364685,7.727115735178813e-05,0.00015454231470357627,0,-7.413247367367148
2008-02-22,fold_1,Pre-crisis upturn + GFC onset,0.012756126932799816,1,0.0006675262120552361,1,0.0006675262120552361,0.1885744333267212,0.9996157884597778,0.00012810176122002304,0.00025620352244004607,1,6.675262120552361
2008-02-25,fold_1,Pre-crisis upturn + GFC onset,0.03314121067523956,1,0.010797196999192238,1,0.010797196999192238,0.20140767097473145,0.9996637105941772,0.00011212606477783993,0.00022425212955567986,1,107.97196999192238
2008-02-26,fold_1,Pre-crisis upturn + GFC onset,0.0014506824081763625,1,0.008133538998663425,1,0.008133538998663425,0.21117937564849854,0.9998089671134949,6.369546463247389e-05,0.00012739092926494777,1,81.33538998663425
2008-02-27,fold_1,Pre-crisis upturn + GFC onset,-0.00032170044141821563,-1,0.005151412915438414,1,-0.005151412915438414,0.2049400806427002,0.9999181032180786,2.7285239411867224e-05,5.457047882373445e-05,0,-51.514129154384136
2008-02-28,fold_1,Pre-crisis upturn + GFC onset,-0.004978538490831852,-1,-0.00025825100601650774,-1,0.00025825100601650774,0.20525121688842773,0.9999009370803833,3.303412813693285e-05,6.60682562738657e-05,1,2.5825100601650774
2008-02-29,fold_1,Pre-crisis upturn + GFC onset,-0.006544239353388548,-1,0.0005320152267813683,1,-0.0005320152267813683,0.20460999011993408,0.9999656677246094,1.1431120583438314e-05,2.286224116687663e-05,0,-5.320152267813683
2008-03-03,fold_1,Pre-crisis upturn + GFC onset,9.222515473084059e-06,1,0.0006540778558701277,1,0.0006540778558701277,0.20539796352386475,0.9999344348907471,2.184050936193671e-05,4.368101872387342e-05,1,6.540778558701277
2008-03-04,fold_1,Pre-crisis upturn + GFC onset,-0.0024371135514229536,-1,0.00439975643530488,1,-0.00439975643530488,0.20009446144104004,0.9999109506607056,2.967969157907646e-05,5.935938315815292e-05,0,-43.9975643530488
2008-03-05,fold_1,Pre-crisis upturn + GFC onset,-0.003168647876009345,-1,0.007077113725244999,1,-0.007077113725244999,0.19160127639770508,0.9999558925628662,1.468472783017205e-05,2.93694556603441e-05,0,-70.77113725244999
2008-03-06,fold_1,Pre-crisis upturn + GFC onset,-0.00929402094334364,-1,-0.00318984710611403,-1,0.00318984710611403,0.19540226459503174,0.9999257326126099,2.4747647330514155e-05,4.949529466102831e-05,1,31.8984710611403
2008-03-07,fold_1,Pre-crisis upturn + GFC onset,-0.005608732346445322,-1,0.00032211976940743625,1,-0.00032211976940743625,0.19501721858978271,0.9999417066574097,1.9418352167122066e-05,3.883670433424413e-05,0,-3.2211976940743625
2008-03-10,fold_1,Pre-crisis upturn + GFC onset,-0.004727824591100216,-1,6.13881929893978e-05,1,-6.13881929893978e-05,0.19494390487670898,0.9998914003372192,3.6189518141327426e-05,7.237903628265485e-05,0,-0.6138819298939779
2008-03-11,fold_1,Pre-crisis upturn + GFC onset,0.0015620350604876876,1,0.012913729064166546,1,0.012913729064166546,0.21037507057189941,0.9999599456787109,1.3356696399569046e-05,2.671339279913809e-05,1,129.13729064166546
2008-03-12,fold_1,Pre-crisis upturn + GFC onset,-0.004449098836630583,-1,0.005280183628201485,1,-0.005280183628201485,0.20398402214050293,0.9999023675918579,3.255695628467947e-05,6.511391256935894e-05,0,-52.80183628201485
2008-03-13,fold_1,Pre-crisis upturn + GFC onset,-0.0025354772806167603,-1,-0.0002654764102771878,-1,0.0002654764102771878,0.20430362224578857,0.999913215637207,2.8909596949233674e-05,5.781919389846735e-05,1,2.6547641027718782
2008-03-14,fold_1,Pre-crisis upturn + GFC onset,-0.001170364790596068,-1,0.008330723270773888,1,-0.008330723270773888,0.19427096843719482,0.9999375343322754,2.0802091967198066e-05,4.160418393439613e-05,0,-83.30723270773888
2008-03-17,fold_1,Pre-crisis upturn + GFC onset,-0.03072490729391575,-1,-0.00571519136428833,-1,0.00571519136428833,0.20109641551971436,0.9995831847190857,0.00013901361671742052,0.00027802723343484104,1,57.1519136428833
2008-03-18,fold_1,Pre-crisis upturn + GFC onset,0.00432972377166152,1,-0.001219803118146956,-1,-0.001219803118146956,0.19963133335113525,0.9999353885650635,2.1525878764805384e-05,4.305175752961077e-05,0,-12.19803118146956
2008-03-19,fold_1,Pre-crisis upturn + GFC onset,-0.0036151111125946045,-1,-0.012585368938744068,-1,0.012585368938744068,0.2147291898727417,0.9998424053192139,5.254667848930694e-05,0.00010509335697861388,1,125.85368938744068
2008-03-24,fold_1,Pre-crisis upturn + GFC onset,0.0027071493677794933,1,0.011474939994513988,1,0.011474939994513988,0.228668212890625,0.999886155128479,3.79441880795639e-05,7.58883761591278e-05,1,114.74939994513988
