date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps
2008-04-09,fold_1,Pre-crisis upturn + GFC onset,5.5,1,-0.00517915855190576,-1,-0.00517915855190576,-0.00517915855190576,,,,0,-51.791585519057605
2008-04-10,fold_1,Pre-crisis upturn + GFC onset,2.5,1,0.005078901344637732,1,0.005078901344637732,-0.00010025720726802856,,,,1,50.78901344637732
2008-04-11,fold_1,Pre-crisis upturn + GFC onset,-4.5,-1,0.0001898664937174388,1,-0.0001898664937174388,-0.00029012370098546736,,,,0,-1.898664937174388
2008-04-14,fold_1,Pre-crisis upturn + GFC onset,-7.833333333333332,-1,-0.002462598128030735,-1,0.002462598128030735,0.002172474427045268,,,,1,24.62598128030735
2008-04-15,fold_1,Pre-crisis upturn + GFC onset,-6.166666666666668,-1,0.010899379889298899,1,-0.010899379889298899,-0.008726905462253631,,,,0,-108.99379889298899
2008-04-16,fold_1,Pre-crisis upturn + GFC onset,19.5,1,-0.003514323154582555,-1,-0.003514323154582555,-0.012241228616836186,,,,0,-35.14323154582555
2008-04-17,fold_1,Pre-crisis upturn + GFC onset,-15.166666666666666,-1,-0.010573179812499611,-1,0.010573179812499611,-0.0016680488043365749,,,,1,105.73179812499612
2008-04-18,fold_1,Pre-crisis upturn + GFC onset,-15.5,-1,0.011313356253512152,1,-0.011313356253512152,-0.012981405057848727,,,,0,-113.13356253512153
2008-04-21,fold_1,Pre-crisis upturn + GFC onset,9.5,1,0.004780459876808862,1,0.004780459876808862,-0.008200945181039865,,,,1,47.804598768088624
2008-04-22,fold_1,Pre-crisis upturn + GFC onset,6.833333333333336,1,-0.007127514448591388,-1,-0.007127514448591388,-0.015328459629631253,,,,0,-71.27514448591387
2008-04-23,fold_1,Pre-crisis upturn + GFC onset,-21.166666666666668,-1,-0.011966870770532156,-1,0.011966870770532156,-0.003361588859099096,,,,1,119.66870770532157
2008-04-24,fold_1,Pre-crisis upturn + GFC onset,-25.833333333333332,-1,-0.0030023385725221896,-1,0.0030023385725221896,-0.0003592502865769065,,,,1,30.023385725221896
2008-04-25,fold_1,Pre-crisis upturn + GFC onset,-14.833333333333334,-1,0.0010174394116202468,1,-0.0010174394116202468,-0.0013766896981971533,,,,0,-10.174394116202468
2008-04-28,fold_1,Pre-crisis upturn + GFC onset,-0.8333333333333321,-1,-0.0054796475618877905,-1,0.0054796475618877905,0.004102957863690637,,,,1,54.796475618877906
