date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps
2008-04-09,fold_1,Pre-crisis upturn + GFC onset,10.25,1,-0.00517915855190576,-1,-0.00517915855190576,-0.00517915855190576,,,,0,-51.791585519057605
2008-04-10,fold_1,Pre-crisis upturn + GFC onset,7.75,1,0.005078901344637732,1,0.005078901344637732,-0.00010025720726802856,,,,1,50.78901344637732
2008-04-11,fold_1,Pre-crisis upturn + GFC onset,-0.25,-1,0.0001898664937174388,1,-0.0001898664937174388,-0.00029012370098546736,,,,0,-1.898664937174388
2008-04-14,fold_1,Pre-crisis upturn + GFC onset,-7.0,-1,-0.002462598128030735,-1,0.002462598128030735,0.002172474427045268,,,,1,24.62598128030735
2008-04-15,fold_1,Pre-crisis upturn + GFC onset,0.25,1,0.010899379889298899,1,0.010899379889298899,0.013071854316344167,,,,1,108.99379889298899
2008-04-16,fold_1,Pre-crisis upturn + GFC onset,18.25,1,-0.003514323154582555,-1,-0.003514323154582555,0.009557531161761612,,,,0,-35.14323154582555
2008-04-17,fold_1,Pre-crisis upturn + GFC onset,-14.5,-1,-0.010573179812499611,-1,0.010573179812499611,0.020130710974261223,,,,1,105.73179812499612
2008-04-18,fold_1,Pre-crisis upturn + GFC onset,-10.0,-1,0.011313356253512152,1,-0.011313356253512152,0.008817354720749071,,,,0,-113.13356253512153
2008-04-21,fold_1,Pre-crisis upturn + GFC onset,3.25,1,0.004780459876808862,1,0.004780459876808862,0.013597814597557933,,,,1,47.804598768088624
2008-04-22,fold_1,Pre-crisis upturn + GFC onset,7.75,1,-0.007127514448591388,-1,-0.007127514448591388,0.006470300148966546,,,,0,-71.27514448591387
2008-04-23,fold_1,Pre-crisis upturn + GFC onset,-11.75,-1,-0.011966870770532156,-1,0.011966870770532156,0.018437170919498702,,,,1,119.66870770532157
2008-04-24,fold_1,Pre-crisis upturn + GFC onset,-15.0,-1,-0.0030023385725221896,-1,0.0030023385725221896,0.02143950949202089,,,,1,30.023385725221896
2008-04-25,fold_1,Pre-crisis upturn + GFC onset,-9.75,-1,0.0010174394116202468,1,-0.0010174394116202468,0.020422070080400645,,,,0,-10.174394116202468
2008-04-28,fold_1,Pre-crisis upturn + GFC onset,4.5,1,-0.0054796475618877905,-1,-0.0054796475618877905,0.014942422518512855,,,,0,-54.796475618877906
2008-04-30,fold_1,Pre-crisis upturn + GFC onset,17.25,1,-0.012038466686333793,-1,-0.012038466686333793,0.0029039558321790615,,,,0,-120.38466686333793
2008-05-02,fold_1,Pre-crisis upturn + GFC onset,0.5,1,0.004153477942077766,1,0.004153477942077766,0.007057433774256827,,,,1,41.53477942077765
