date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps
2008-01-23,fold_1,Pre-crisis upturn + GFC onset,-0.00030017978860996664,-1,0.009706642478704453,1,-0.009706642478704453,-0.009706616401672363,0.9999080896377563,3.064145857933909e-05,6.128291715867817e-05,0,-97.06642478704453
2008-01-24,fold_1,Pre-crisis upturn + GFC onset,0.006262663286179304,1,-0.006706463638693094,-1,-0.006706463638693094,-0.01634800434112549,0.9999599456787109,1.3362066056288313e-05,2.6724132112576626e-05,0,-67.06463638693094
2008-01-25,fold_1,Pre-crisis upturn + GFC onset,-0.0006098051671870053,-1,0.007704523392021656,1,-0.007704523392021656,-0.02392655611038208,0.9999561309814453,1.4617547094530892e-05,2.9235094189061783e-05,0,-77.04523392021656
2008-01-28,fold_1,Pre-crisis upturn + GFC onset,0.0012799444375559688,1,-0.001093094702810049,-1,-0.001093094702810049,-0.024993479251861572,0.9999673366546631,1.0892458703892771e-05,2.1784917407785542e-05,0,-10.93094702810049
2008-01-29,fold_1,Pre-crisis upturn + GFC onset,-0.0005524566513486207,-1,0.004004329908639193,1,-0.004004329908639193,-0.028897762298583984,0.9999399185180664,2.0030740415677428e-05,4.0061480831354856e-05,0,-40.043299086391926
2008-01-30,fold_1,Pre-crisis upturn + GFC onset,-0.0008661613683216274,-1,0.002289247466251254,1,-0.002289247466251254,-0.03112083673477173,0.9999573230743408,1.4226800885808188e-05,2.8453601771616377e-05,0,-22.89247466251254
2008-01-31,fold_1,Pre-crisis upturn + GFC onset,-0.003814584342762828,-1,-0.004380703438073397,-1,0.004380703438073397,-0.026876449584960938,0.9999529123306274,1.570781387272291e-05,3.141562774544582e-05,1,43.80703438073397
2008-02-01,fold_1,Pre-crisis upturn + GFC onset,-0.004387860186398029,-1,0.001897936686873436,1,-0.001897936686873436,-0.02872335910797119,0.9999371767044067,2.0943200070178136e-05,4.188640014035627e-05,0,-18.97936686873436
2008-02-04,fold_1,Pre-crisis upturn + GFC onset,-0.0014954073121771216,-1,-0.012808330357074738,-1,0.012808330357074738,-0.01628291606903076,0.9999485015869141,1.7147651306004263e-05,3.429530261200853e-05,1,128.08330357074738
2008-02-05,fold_1,Pre-crisis upturn + GFC onset,-0.006156574469059706,-1,-0.0014324913499876857,-1,0.0014324913499876857,-0.014873683452606201,0.9999324083328247,2.252762351417914e-05,4.505524702835828e-05,1,14.324913499876857
