date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-10-14,0.004001,1,0.007032,1,0.007032,0.007032,0.007032
2025-10-15,0.000061,1,-0.003710,0,-0.003710,0.003322,0.003322
2025-10-16,0.008522,1,0.006545,1,0.006545,0.009867,0.009867
2025-10-17,0.002600,1,0.012522,1,0.012522,0.022390,0.022390
2025-10-20,0.001530,1,-0.000262,0,-0.000262,0.022128,0.022128
2025-10-21,-0.000235,-1,-0.009681,1,0.009681,0.031809,0.012447
2025-10-22,-0.001054,-1,0.008371,0,-0.008371,0.023437,0.020819
2025-10-23,-0.005754,-1,0.010622,0,-0.010622,0.012816,0.031440
2025-10-24,-0.004611,-1,0.017652,0,-0.017652,-0.004837,0.049093
2025-10-27,-0.005311,-1,0.007661,0,-0.007661,-0.012497,0.056753
2025-10-28,-0.001411,-1,0.004493,0,-0.004493,-0.016990,0.061246
2025-10-29,-0.002663,-1,-0.015407,1,0.015407,-0.001584,0.045839
2025-10-30,-0.002999,-1,0.004812,0,-0.004812,-0.006396,0.050652
2025-10-31,-0.000535,-1,0.004773,0,-0.004773,-0.011169,0.055425
2025-11-03,0.000859,1,-0.020507,0,-0.020507,-0.031676,0.034918
2025-11-04,0.001322,1,0.006487,1,0.006487,-0.025189,0.041405
2025-11-05,-0.001235,-1,-0.018803,1,0.018803,-0.006386,0.022602
2025-11-06,-0.004324,-1,-0.003160,1,0.003160,-0.003226,0.019442
2025-11-07,0.001083,1,0.021883,1,0.021883,0.018657,0.041325
2025-11-10,0.002102,1,-0.002667,0,-0.002667,0.015990,0.038658
2025-11-11,0.002801,1,-0.000789,0,-0.000789,0.015201,0.037869
2025-11-12,-0.001165,-1,-0.020627,1,0.020627,0.035829,0.017242
2025-11-13,0.000384,1,0.000756,1,0.000756,0.036584,0.017998
2025-11-14,-0.000954,-1,-0.008577,1,0.008577,0.045162,0.009420
2025-11-17,-0.003917,-1,-0.012251,1,0.012251,0.057412,-0.002830
2025-11-18,-0.007916,-1,0.005952,0,-0.005952,0.051460,0.003122
2025-11-19,-0.015010,-1,-0.023956,1,0.023956,0.075416,-0.020834
2025-11-20,-0.011007,-1,0.007485,0,-0.007485,0.067932,-0.013350
2025-11-21,-0.018880,-1,0.025252,0,-0.025252,0.042680,0.011902
2025-11-24,-0.018205,-1,0.006145,0,-0.006145,0.036535,0.018047
2025-11-25,-0.006296,-1,0.008797,0,-0.008797,0.027738,0.026844
2025-11-26,-0.001378,-1,0.008074,0,-0.008074,0.019664,0.034918
2025-11-28,-0.001007,-1,-0.003365,1,0.003365,0.023028,0.031554
