date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,0.000034,1,-0.000064,0,-0.000064,-0.000064,-0.000064
2025-12-26,-0.001231,-1,-0.004852,1,0.004852,0.004788,-0.004916
2025-12-29,-0.000107,-1,-0.002322,1,0.002322,0.007110,-0.007239
2025-12-30,-0.001938,-1,-0.008300,1,0.008300,0.015410,-0.015539
2025-12-31,0.001055,1,-0.001939,0,-0.001939,0.013471,-0.017478
2026-01-02,0.002748,1,0.007912,1,0.007912,0.021383,-0.009566
2026-01-05,-0.003248,-1,0.008748,0,-0.008748,0.012635,-0.000818
2026-01-06,0.001456,1,0.000962,1,0.000962,0.013597,0.000144
2026-01-07,0.003977,1,-0.005705,0,-0.005705,0.007891,-0.005561
2026-01-08,0.003978,1,0.009911,1,0.009911,0.017802,0.004350
2026-01-09,0.003222,1,0.000829,1,0.000829,0.018632,0.005179
2026-01-12,0.002837,1,-0.001484,0,-0.001484,0.017148,0.003695
2026-01-13,0.004508,1,-0.010740,0,-0.010740,0.006408,-0.007045
2026-01-14,-0.005831,-1,0.003593,0,-0.003593,0.002815,-0.003452
2026-01-15,0.006325,1,-0.000837,0,-0.000837,0.001978,-0.004288
2026-01-16,0.011235,1,-0.021476,0,-0.021476,-0.019498,-0.025765
2026-01-20,0.011929,1,0.013428,1,0.013428,-0.006070,-0.012337
2026-01-21,0.005406,1,0.007243,1,0.007243,0.001173,-0.005094
2026-01-22,0.001967,1,0.003152,1,0.003152,0.004325,-0.001941
2026-01-23,0.007444,1,0.004390,1,0.004390,0.008716,0.002449
2026-01-26,0.005071,1,0.009024,1,0.009024,0.017740,0.011474
2026-01-27,0.003836,1,0.003306,1,0.003306,0.021046,0.014780
2026-01-28,0.005631,1,-0.006003,0,-0.006003,0.015043,0.008776
2026-01-29,0.007837,1,-0.012084,0,-0.012084,0.002959,-0.003307
2026-01-30,0.002771,1,0.006843,1,0.006843,0.009802,0.003536
2026-02-02,0.008568,1,-0.015483,0,-0.015483,-0.005681,-0.011947
2026-02-03,-0.018671,-1,-0.017623,1,0.017623,0.011942,-0.029571
2026-02-04,-0.004749,-1,-0.014500,1,0.014500,0.026442,-0.044071
2026-02-05,-0.000533,-1,0.020918,0,-0.020918,0.005525,-0.023153
2026-02-06,0.007235,1,0.007631,1,0.007631,0.013156,-0.015522
2026-02-09,0.002479,1,-0.004650,0,-0.004650,0.008506,-0.020172
2026-02-10,0.009106,1,0.002678,1,0.002678,0.011184,-0.017494
2026-02-11,0.000754,1,-0.020549,0,-0.020549,-0.009365,-0.038042
2026-02-12,-0.002823,-1,0.002129,0,-0.002129,-0.011493,-0.035914
2026-02-13,0.009274,1,-0.001031,0,-0.001031,-0.012524,-0.036944
2026-02-17,0.008560,1,0.007439,1,0.007439,-0.005085,-0.029505
2026-02-18,0.021276,1,-0.003837,0,-0.003837,-0.008922,-0.033342
2026-02-19,0.003878,1,0.008810,1,0.008810,-0.000112,-0.024532
2026-02-20,0.029830,1,-0.012229,0,-0.012229,-0.012341,-0.036761
2026-02-23,0.019161,1,0.010684,1,0.010684,-0.001657,-0.026077
2026-02-24,-0.001502,-1,0.014389,0,-0.014389,-0.016046,-0.011688
2026-02-25,0.014377,1,-0.012138,0,-0.012138,-0.028184,-0.023826
2026-02-26,0.008010,1,-0.003206,0,-0.003206,-0.031390,-0.027032
2026-02-27,-0.010882,-1,0.001316,0,-0.001316,-0.032706,-0.025715
2026-03-02,0.002015,1,-0.010763,0,-0.010763,-0.043470,-0.036479
2026-03-03,-0.013570,-1,0.015128,0,-0.015128,-0.058598,-0.021350
2026-03-04,-0.003728,-1,-0.003017,1,0.003017,-0.055580,-0.024368
2026-03-05,-0.003843,-1,-0.015158,1,0.015158,-0.040423,-0.039525
2026-03-06,-0.006979,-1,0.013267,0,-0.013267,-0.053690,-0.026258
2026-03-09,0.004938,1,0.000016,1,0.000016,-0.053674,-0.026242
2026-03-10,0.006857,1,-0.000132,0,-0.000132,-0.053805,-0.026373
2026-03-11,0.005746,1,-0.017312,0,-0.017312,-0.071118,-0.043686
2026-03-12,-0.001048,-1,-0.005945,1,0.005945,-0.065173,-0.049630
2026-03-13,0.004978,1,0.011155,1,0.011155,-0.054018,-0.038475
2026-03-16,0.008830,1,0.004868,1,0.004868,-0.049150,-0.033607
2026-03-17,0.005628,1,-0.014038,0,-0.014038,-0.063187,-0.047645
2026-03-18,0.005670,1,-0.003165,0,-0.003165,-0.066353,-0.050810
2026-03-19,0.019364,1,-0.018655,0,-0.018655,-0.085007,-0.069465
2026-03-20,0.013353,1,0.011414,1,0.011414,-0.073594,-0.058051
2026-03-23,0.020252,1,-0.006860,0,-0.006860,-0.080454,-0.064911
2026-03-24,0.013652,1,0.006554,1,0.006554,-0.073900,-0.058357
2026-03-25,0.017622,1,-0.024157,0,-0.024157,-0.098057,-0.082515
2026-03-26,0.014324,1,-0.019730,0,-0.019730,-0.117787,-0.102245
2026-03-27,0.018692,1,-0.007673,0,-0.007673,-0.125460,-0.109917
2026-03-30,0.020897,1,0.033293,1,0.033293,-0.092166,-0.076624
2026-03-31,0.021305,1,0.012277,1,0.012277,-0.079889,-0.064346
2026-04-01,0.020922,1,0.001146,1,0.001146,-0.078743,-0.063200
2026-04-02,0.013656,1,0.005999,1,0.005999,-0.072744,-0.057201
2026-04-06,0.016067,1,0.000153,1,0.000153,-0.072591,-0.057048
2026-04-07,0.012643,1,0.029299,1,0.029299,-0.043292,-0.027750
2026-04-08,0.006119,1,0.006742,1,0.006742,-0.036550,-0.021008
2026-04-09,0.005893,1,0.001441,1,0.001441,-0.035109,-0.019567
2026-04-10,0.005990,1,0.010289,1,0.010289,-0.024820,-0.009277
2026-04-13,0.004215,1,0.017994,1,0.017994,-0.006825,0.008717
2026-04-14,0.002551,1,0.013902,1,0.013902,0.007077,0.022619
2026-04-15,0.000756,1,0.004805,1,0.004805,0.011882,0.027424
2026-04-16,0.000659,1,0.012999,1,0.012999,0.024881,0.040423
2026-04-17,0.002586,1,-0.003180,0,-0.003180,0.021701,0.037244
2026-04-20,0.000585,1,-0.003811,0,-0.003811,0.017890,0.033433
2026-04-21,0.002109,1,0.016592,1,0.016592,0.034483,0.050025
2026-04-22,0.001694,1,-0.005649,0,-0.005649,0.028834,0.044376
