date,ensemble_signal,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,0.002534,1,-0.000064,0,-0.000064,-0.000064,-0.000064
2025-12-26,0.001408,1,-0.004852,0,-0.004852,-0.004916,-0.004916
2025-12-29,0.002249,1,-0.002322,0,-0.002322,-0.007238,-0.007238
2025-12-30,0.002907,1,-0.008300,0,-0.008300,-0.015538,-0.015538
2025-12-31,0.002351,1,-0.001939,0,-0.001939,-0.017477,-0.017477
2026-01-02,0.005472,1,0.007912,1,0.007912,-0.009565,-0.009565
2026-01-05,0.002319,1,0.008748,1,0.008748,-0.000817,-0.000817
2026-01-06,0.002606,1,0.000962,1,0.000962,0.000145,0.000145
2026-01-07,0.002867,1,-0.005705,0,-0.005705,-0.005560,-0.005560
2026-01-08,0.005533,1,0.009911,1,0.009911,0.004351,0.004351
2026-01-09,0.004100,1,0.000829,1,0.000829,0.005180,0.005180
2026-01-12,0.003050,1,-0.001484,0,-0.001484,0.003696,0.003696
2026-01-13,0.006913,1,-0.010740,0,-0.010740,-0.007044,-0.007044
2026-01-14,0.007634,1,0.003593,1,0.003593,-0.003451,-0.003451
2026-01-15,0.004803,1,-0.000837,0,-0.000837,-0.004288,-0.004288
2026-01-16,0.008984,1,-0.021476,0,-0.021476,-0.025764,-0.025764
2026-01-20,0.004136,1,0.013428,1,0.013428,-0.012336,-0.012336
2026-01-21,0.005187,1,0.007243,1,0.007243,-0.005093,-0.005093
2026-01-22,-0.000320,-1,0.003152,0,-0.003152,-0.008245,-0.001941
2026-01-23,0.002594,1,0.004390,1,0.004390,-0.003855,0.002449
2026-01-26,-0.001077,-1,0.009024,0,-0.009024,-0.012879,0.011473
2026-01-27,0.002988,1,0.003306,1,0.003306,-0.009573,0.014779
2026-01-28,0.001227,1,-0.006003,0,-0.006003,-0.015576,0.008776
2026-01-29,0.000233,1,-0.012084,0,-0.012084,-0.027660,-0.003308
2026-01-30,0.003854,1,0.006843,1,0.006843,-0.020817,0.003535
2026-02-02,0.001039,1,-0.015483,0,-0.015483,-0.036300,-0.011948
2026-02-03,0.001139,1,-0.017623,0,-0.017623,-0.053923,-0.029571
2026-02-04,0.002865,1,-0.014500,0,-0.014500,-0.068423,-0.044071
2026-02-05,0.006760,1,0.020918,1,0.020918,-0.047505,-0.023153
2026-02-06,0.005469,1,0.007631,1,0.007631,-0.039874,-0.015522
2026-02-09,-0.003122,-1,-0.004650,1,0.004650,-0.035224,-0.020172
2026-02-10,0.004916,1,0.002678,1,0.002678,-0.032546,-0.017494
2026-02-11,-0.000991,-1,-0.020549,1,0.020549,-0.011997,-0.038043
2026-02-12,0.001313,1,0.002129,1,0.002129,-0.009868,-0.035914
2026-02-13,0.000272,1,-0.001031,0,-0.001031,-0.010899,-0.036945
2026-02-17,0.007493,1,0.007439,1,0.007439,-0.003460,-0.029506
2026-02-18,-0.004211,-1,-0.003837,1,0.003837,0.000377,-0.033343
2026-02-19,0.004405,1,0.008810,1,0.008810,0.009187,-0.024533
2026-02-20,0.009733,1,-0.012229,0,-0.012229,-0.003042,-0.036762
2026-02-23,0.003446,1,0.010684,1,0.010684,0.007642,-0.026078
2026-02-24,0.006414,1,0.014389,1,0.014389,0.022031,-0.011689
2026-02-25,0.004948,1,-0.012138,0,-0.012138,0.009893,-0.023827
2026-02-26,0.004650,1,-0.003206,0,-0.003206,0.006687,-0.027033
2026-02-27,0.001508,1,0.001316,1,0.001316,0.008003,-0.025717
2026-03-02,0.003494,1,-0.010763,0,-0.010763,-0.002760,-0.036480
2026-03-03,-0.000211,-1,0.015128,0,-0.015128,-0.017888,-0.021352
2026-03-04,-0.004710,-1,-0.003017,1,0.003017,-0.014871,-0.024369
2026-03-05,-0.002015,-1,-0.015158,1,0.015158,0.000287,-0.039527
2026-03-06,-0.002178,-1,0.013267,0,-0.013267,-0.012980,-0.026260
2026-03-09,-0.002616,-1,0.000016,0,-0.000016,-0.012996,-0.026244
2026-03-10,0.003415,1,-0.000132,0,-0.000132,-0.013128,-0.026376
2026-03-11,-0.001733,-1,-0.017312,1,0.017312,0.004184,-0.043688
2026-03-12,0.001243,1,-0.005945,0,-0.005945,-0.001761,-0.049633
2026-03-13,0.003118,1,0.011155,1,0.011155,0.009394,-0.038478
2026-03-16,0.004728,1,0.004868,1,0.004868,0.014262,-0.033610
2026-03-17,0.005813,1,-0.014038,0,-0.014038,0.000224,-0.047648
2026-03-18,0.003136,1,-0.003165,0,-0.003165,-0.002941,-0.050813
2026-03-19,0.001199,1,-0.018655,0,-0.018655,-0.021596,-0.069468
2026-03-20,-0.000166,-1,0.011414,0,-0.011414,-0.033010,-0.058054
2026-03-23,-0.000843,-1,-0.006860,1,0.006860,-0.026150,-0.064914
2026-03-24,-0.000174,-1,0.006554,0,-0.006554,-0.032704,-0.058360
2026-03-25,-0.001948,-1,-0.024157,1,0.024157,-0.008547,-0.082517
2026-03-26,0.006107,1,-0.019730,0,-0.019730,-0.028277,-0.102247
