date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-10-14,-0.003087,-1,0.007032,0,-0.007032,-0.007032,0.007032
2025-10-15,-0.003858,-1,-0.003710,1,0.003710,-0.003322,0.003322
2025-10-16,-0.002886,-1,0.006545,0,-0.006545,-0.009867,0.009867
2025-10-17,-0.003153,-1,0.012522,0,-0.012522,-0.022390,0.022390
2025-10-20,-0.004624,-1,-0.000262,1,0.000262,-0.022128,0.022128
2025-10-21,-0.003199,-1,-0.009681,1,0.009681,-0.012447,0.012447
2025-10-22,-0.002082,-1,0.008371,0,-0.008371,-0.020819,0.020819
2025-10-23,-0.002993,-1,0.010622,0,-0.010622,-0.031440,0.031440
2025-10-24,-0.002338,-1,0.017652,0,-0.017652,-0.049093,0.049093
2025-10-27,-0.002814,-1,0.007661,0,-0.007661,-0.056753,0.056753
2025-10-28,-0.004105,-1,0.004493,0,-0.004493,-0.061246,0.061246
2025-10-29,-0.002661,-1,-0.015407,1,0.015407,-0.045839,0.045839
2025-10-30,-0.003738,-1,0.004812,0,-0.004812,-0.050652,0.050652
2025-10-31,-0.002246,-1,0.004773,0,-0.004773,-0.055425,0.055425
2025-11-03,-0.000469,-1,-0.020507,1,0.020507,-0.034918,0.034918
2025-11-04,-0.000229,-1,0.006487,0,-0.006487,-0.041405,0.041405
2025-11-05,-0.000580,-1,-0.018803,1,0.018803,-0.022602,0.022602
2025-11-06,0.002397,1,-0.003160,0,-0.003160,-0.025762,0.019442
2025-11-07,0.002907,1,0.021883,1,0.021883,-0.003879,0.041325
2025-11-10,-0.000460,-1,-0.002667,1,0.002667,-0.001212,0.038658
2025-11-11,-0.000174,-1,-0.000789,1,0.000789,-0.000424,0.037869
2025-11-12,-0.001047,-1,-0.020627,1,0.020627,0.020204,0.017242
2025-11-13,0.000927,1,0.000756,1,0.000756,0.020959,0.017998
2025-11-14,0.000564,1,-0.008577,0,-0.008577,0.012382,0.009420
2025-11-17,0.003430,1,-0.012251,0,-0.012251,0.000132,-0.002830
2025-11-18,0.000657,1,0.005952,1,0.005952,0.006084,0.003122
2025-11-19,-0.001697,-1,-0.023956,1,0.023956,0.030040,-0.020834
2025-11-20,0.001773,1,0.007485,1,0.007485,0.037525,-0.013350
2025-11-21,0.006462,1,0.025252,1,0.025252,0.062777,0.011902
2025-11-24,0.003065,1,0.006145,1,0.006145,0.068922,0.018047
2025-11-25,0.001491,1,0.008797,1,0.008797,0.077719,0.026844
2025-11-26,-0.000984,-1,0.008074,0,-0.008074,0.069644,0.034918
2025-11-28,-0.000670,-1,-0.003365,1,0.003365,0.073009,0.031554
2025-12-01,-0.002614,-1,0.007796,0,-0.007796,0.065213,0.039349
2025-12-02,-0.003521,-1,0.002441,0,-0.002441,0.062772,0.041790
2025-12-03,-0.002082,-1,-0.000931,1,0.000931,0.063703,0.040859
2025-12-04,-0.003071,-1,0.004069,0,-0.004069,0.059634,0.044929
2025-12-05,-0.002213,-1,-0.001920,1,0.001920,0.061554,0.043008
2025-12-08,-0.002775,-1,0.001233,0,-0.001233,0.060322,0.044241
2025-12-09,-0.002788,-1,0.004087,0,-0.004087,0.056234,0.048328
2025-12-10,0.000381,1,-0.003240,0,-0.003240,0.052995,0.045088
2025-12-11,-0.002001,-1,-0.019303,1,0.019303,0.072298,0.025785
2025-12-12,0.002272,1,-0.005032,0,-0.005032,0.067266,0.020753
2025-12-15,0.004814,1,0.001980,1,0.001980,0.069246,0.022733
2025-12-16,0.006744,1,-0.018711,0,-0.018711,0.050535,0.004022
2025-12-17,0.006559,1,0.014386,1,0.014386,0.064921,0.018408
2025-12-18,0.004042,1,0.012951,1,0.012951,0.077872,0.031359
2025-12-19,0.000853,1,0.004782,1,0.004782,0.082654,0.036141
2025-12-22,-0.000575,-1,0.004672,0,-0.004672,0.077982,0.040814
2025-12-23,-0.001572,-1,0.002921,0,-0.002921,0.075061,0.043735
2025-12-24,-0.002520,-1,-0.000064,1,0.000064,0.075125,0.043671
2025-12-26,-0.003543,-1,-0.004852,1,0.004852,0.079977,0.038818
2025-12-29,0.000286,1,-0.002322,0,-0.002322,0.077655,0.036496
2025-12-30,-0.000032,-1,-0.008300,1,0.008300,0.085955,0.028196
2025-12-31,0.001974,1,-0.001939,0,-0.001939,0.084016,0.026257
2026-01-02,0.002711,1,0.007912,1,0.007912,0.091928,0.034169
2026-01-05,-0.000106,-1,0.008748,0,-0.008748,0.083179,0.042917
2026-01-06,-0.000756,-1,0.000962,0,-0.000962,0.082217,0.043879
2026-01-07,-0.000288,-1,-0.005705,1,0.005705,0.087923,0.038174
2026-01-08,0.000769,1,0.009911,1,0.009911,0.097834,0.048085
2026-01-09,-0.000576,-1,0.000829,0,-0.000829,0.097004,0.048914
2026-01-12,-0.001450,-1,-0.001484,1,0.001484,0.098488,0.047430
2026-01-13,-0.000320,-1,-0.010740,1,0.010740,0.109228,0.036690
2026-01-14,0.002167,1,0.003593,1,0.003593,0.112821,0.040283
2026-01-15,0.002164,1,-0.000837,0,-0.000837,0.111985,0.039446
2026-01-16,0.002491,1,-0.021476,0,-0.021476,0.090508,0.017970
2026-01-20,0.001720,1,0.013428,1,0.013428,0.103936,0.031398
2026-01-21,0.001317,1,0.007243,1,0.007243,0.111179,0.038641
2026-01-22,-0.002422,-1,0.003152,0,-0.003152,0.108027,0.041794
2026-01-23,-0.001402,-1,0.004390,0,-0.004390,0.103637,0.046184
2026-01-26,-0.001902,-1,0.009024,0,-0.009024,0.094612,0.055209
2026-01-27,-0.000903,-1,0.003306,0,-0.003306,0.091306,0.058515
2026-01-28,0.001697,1,-0.006003,0,-0.006003,0.085303,0.052511
2026-01-29,0.001882,1,-0.012084,0,-0.012084,0.073219,0.040428
2026-01-30,0.013458,1,0.006843,1,0.006843,0.080062,0.047271
2026-02-02,0.000437,1,-0.015483,0,-0.015483,0.064579,0.031788
