date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-11-18,0.003225,1,0.005952,1,0.005952,0.005952,0.005952
2025-11-19,0.003561,1,-0.023956,0,-0.023956,-0.018004,-0.018004
2025-11-20,0.004941,1,0.007485,1,0.007485,-0.010519,-0.010519
2025-11-21,-0.002484,-1,0.025252,0,-0.025252,-0.035771,0.014732
2025-11-24,-0.000649,-1,0.006145,0,-0.006145,-0.041916,0.020877
2025-11-25,-0.013222,-1,0.008797,0,-0.008797,-0.050713,0.029674
2025-11-26,-0.013064,-1,0.008074,0,-0.008074,-0.058787,0.037748
2025-11-28,-0.005670,-1,-0.003365,1,0.003365,-0.055423,0.034384
2025-12-01,-0.002216,-1,0.007796,0,-0.007796,-0.063218,0.042179
2025-12-02,0.003175,1,0.002441,1,0.002441,-0.060777,0.044620
2025-12-03,0.002652,1,-0.000931,0,-0.000931,-0.061708,0.043690
2025-12-04,0.009246,1,0.004069,1,0.004069,-0.057639,0.047759
2025-12-05,0.009594,1,-0.001920,0,-0.001920,-0.059559,0.045838
2025-12-08,0.006765,1,0.001233,1,0.001233,-0.058327,0.047071
2025-12-09,0.008158,1,0.004087,1,0.004087,-0.054239,0.051158
2025-12-10,0.008267,1,-0.003240,0,-0.003240,-0.057479,0.047919
2025-12-11,0.008410,1,-0.019303,0,-0.019303,-0.076782,0.028615
2025-12-12,0.009781,1,-0.005032,0,-0.005032,-0.081814,0.023583
2025-12-15,0.007431,1,0.001980,1,0.001980,-0.079835,0.025563
2025-12-16,0.004958,1,-0.018711,0,-0.018711,-0.098545,0.006852
2025-12-17,0.007538,1,0.014386,1,0.014386,-0.084159,0.021238
2025-12-18,0.007510,1,0.012951,1,0.012951,-0.071208,0.034190
2025-12-19,0.008338,1,0.004782,1,0.004782,-0.066426,0.038972
2025-12-22,0.009684,1,0.004672,1,0.004672,-0.061754,0.043644
2025-12-23,0.011400,1,0.002921,1,0.002921,-0.058832,0.046565
2025-12-24,0.005400,1,-0.000064,0,-0.000064,-0.058897,0.046501
2025-12-26,0.005378,1,-0.004852,0,-0.004852,-0.063749,0.041649
2025-12-29,0.006813,1,-0.002322,0,-0.002322,-0.066071,0.039327
2025-12-30,0.003363,1,-0.008300,0,-0.008300,-0.074371,0.031027
2025-12-31,0.005827,1,-0.001939,0,-0.001939,-0.076310,0.029088
2026-01-02,0.005385,1,0.007912,1,0.007912,-0.068398,0.036999
2026-01-05,0.005425,1,0.008748,1,0.008748,-0.059650,0.045747
2026-01-06,0.008425,1,0.000962,1,0.000962,-0.058688,0.046709
2026-01-07,0.006287,1,-0.005705,0,-0.005705,-0.064393,0.041004
2026-01-08,0.002610,1,0.009911,1,0.009911,-0.054482,0.050915
2026-01-09,0.002399,1,0.000829,1,0.000829,-0.053653,0.051745
2026-01-12,0.002847,1,-0.001484,0,-0.001484,-0.055137,0.050261
2026-01-13,0.002028,1,-0.010740,0,-0.010740,-0.065877,0.039520
2026-01-14,0.008125,1,0.003593,1,0.003593,-0.062284,0.043113
2026-01-15,0.005877,1,-0.000837,0,-0.000837,-0.063121,0.042277
2026-01-16,0.006360,1,-0.021476,0,-0.021476,-0.084597,0.020801
2026-01-20,0.006979,1,0.013428,1,0.013428,-0.071169,0.034228
