date,pred_ret_1d,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2025-12-24,-0.002946,-1,-0.000064,1,0.000064,0.000064,-0.000064
2025-12-26,-0.006818,-1,-0.004852,1,0.004852,0.004916,-0.004916
2025-12-29,-0.001638,-1,-0.002322,1,0.002322,0.007239,-0.007239
2025-12-30,0.000779,1,-0.008300,0,-0.008300,-0.001061,-0.015539
2025-12-31,-0.002113,-1,-0.001939,1,0.001939,0.000878,-0.017478
2026-01-02,0.005277,1,0.007912,1,0.007912,0.008789,-0.009566
2026-01-05,0.004462,1,0.008748,1,0.008748,0.017537,-0.000818
2026-01-06,0.004181,1,0.000962,1,0.000962,0.018499,0.000144
2026-01-07,0.001608,1,-0.005705,0,-0.005705,0.012794,-0.005561
2026-01-08,0.010719,1,0.009911,1,0.009911,0.022705,0.004350
2026-01-09,0.004105,1,0.000829,1,0.000829,0.023534,0.005179
2026-01-12,0.006315,1,-0.001484,0,-0.001484,0.022051,0.003695
2026-01-13,0.010887,1,-0.010740,0,-0.010740,0.011310,-0.007045
2026-01-14,0.017444,1,0.003593,1,0.003593,0.014903,-0.003452
2026-01-15,0.013588,1,-0.000837,0,-0.000837,0.014067,-0.004288
2026-01-16,0.015592,1,-0.021476,0,-0.021476,-0.007410,-0.025765
2026-01-20,0.016261,1,0.013428,1,0.013428,0.006018,-0.012337
2026-01-21,0.003165,1,0.007243,1,0.007243,0.013261,-0.005094
2026-01-22,0.002519,1,0.003152,1,0.003152,0.016414,-0.001941
2026-01-23,0.007598,1,0.004390,1,0.004390,0.020804,0.002449
2026-01-26,-0.001158,-1,0.009024,0,-0.009024,0.011780,0.011474
2026-01-27,-0.004981,-1,0.003306,0,-0.003306,0.008474,0.014780
2026-01-28,-0.000570,-1,-0.006003,1,0.006003,0.014477,0.008776
2026-01-29,0.002351,1,-0.012084,0,-0.012084,0.002393,-0.003307
2026-01-30,0.004340,1,0.006843,1,0.006843,0.009236,0.003536
